id,architecture,condition,n_misinformed,misinformed_agents,category,final_answer,gold_answer,correct,error
MINT_ID_WINOGRANDE_000333,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000102,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000288,sequential_chain,multi_contaminated,2,writer|researcher,hoax,A,A,1,
MINT_ID_WINOGRANDE_000014,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000309,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000259,sequential_chain,multi_contaminated,2,writer|researcher,hoax,A,A,1,
MINT_ID_WINOGRANDE_000120,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000112,sequential_chain,multi_contaminated,2,writer|researcher,hoax,A,A,1,
MINT_ID_WINOGRANDE_000048,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000016,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000017,sequential_chain,multi_contaminated,2,writer|researcher,hoax,,B,0,
MINT_ID_WINOGRANDE_000217,sequential_chain,multi_contaminated,2,writer|researcher,hoax,A,A,1,
MINT_ID_WINOGRANDE_000303,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000045,sequential_chain,multi_contaminated,2,writer|researcher,hoax,A,A,1,
MINT_ID_WINOGRANDE_000280,sequential_chain,multi_contaminated,2,writer|researcher,hoax,A,A,1,
MINT_ID_WINOGRANDE_000347,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000053,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000072,sequential_chain,multi_contaminated,2,writer|researcher,hoax,A,B,0,
MINT_ID_WINOGRANDE_000115,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000126,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000141,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000013,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,A,0,
MINT_ID_WINOGRANDE_000058,sequential_chain,multi_contaminated,2,writer|researcher,hoax,A,A,1,
MINT_ID_WINOGRANDE_000328,sequential_chain,multi_contaminated,2,writer|researcher,hoax,B,B,1,
MINT_ID_WINOGRANDE_000265,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000119,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000352,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000266,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000336,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000218,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000227,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000181,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000067,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000107,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000158,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000054,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000098,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000372,hierarchical,control,0,,hoax,,A,0,
MINT_ID_WINOGRANDE_000306,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000343,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000210,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000247,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000212,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000360,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000295,hierarchical,control,0,,hoax,A,B,0,
MINT_ID_WINOGRANDE_000114,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000330,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000314,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000291,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000035,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000056,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000335,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000285,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000222,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000089,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000246,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000095,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000094,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000219,hierarchical,control,0,,hoax,B,A,0,
MINT_ID_WINOGRANDE_000044,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000030,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000157,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000073,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000086,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000242,hierarchical,control,0,,hoax,B,A,0,
MINT_ID_WINOGRANDE_000277,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000270,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000231,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000332,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000174,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000180,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000092,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000140,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000121,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000228,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000027,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000334,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000355,hierarchical,control,0,,hoax,,A,0,
MINT_ID_WINOGRANDE_000003,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000039,hierarchical,control,0,,hoax,B,A,0,
MINT_ID_WINOGRANDE_000221,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000134,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000090,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000251,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000193,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000214,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000278,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000178,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000358,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000160,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000123,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000011,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000066,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000254,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000209,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000204,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000065,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000100,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000377,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000078,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000252,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000081,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000152,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000075,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000145,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000324,hierarchical,control,0,,hoax,A,B,0,
MINT_ID_WINOGRANDE_000038,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000170,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000020,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000101,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000159,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000155,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000124,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000307,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000272,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000168,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000244,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000238,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000128,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000340,hierarchical,control,0,,hoax,B,A,0,
MINT_ID_WINOGRANDE_000008,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000189,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000131,hierarchical,control,0,,hoax,A,B,0,
MINT_ID_WINOGRANDE_000211,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000150,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000344,hierarchical,control,0,,hoax,B,A,0,
MINT_ID_WINOGRANDE_000208,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000357,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000097,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000012,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000166,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000363,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000070,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000371,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000007,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000380,hierarchical,control,0,,hoax,A,B,0,
MINT_ID_WINOGRANDE_000273,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000110,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000202,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000179,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000338,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000010,hierarchical,control,0,,hoax,B,A,0,
MINT_ID_WINOGRANDE_000271,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000032,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000060,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000323,hierarchical,control,0,,hoax,A,B,0,
MINT_ID_WINOGRANDE_000382,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000153,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000354,hierarchical,control,0,,hoax,A,B,0,
MINT_ID_WINOGRANDE_000299,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000069,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000144,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000341,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000176,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000239,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000345,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000104,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000163,hierarchical,control,0,,hoax,A,B,0,
MINT_ID_WINOGRANDE_000026,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000362,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000318,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000106,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000192,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000091,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000346,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000315,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000269,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000049,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000105,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000320,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000063,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000263,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000148,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000147,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000290,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000311,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000191,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000292,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000281,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000061,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000132,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000165,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000085,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000009,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000279,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000199,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000368,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000361,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000019,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000002,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000268,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000171,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000258,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000142,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000329,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000087,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000294,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000381,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000359,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000031,hierarchical,control,0,,hoax,B,A,0,
MINT_ID_WINOGRANDE_000116,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000133,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000305,hierarchical,control,0,,hoax,A,B,0,
MINT_ID_WINOGRANDE_000229,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000297,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000172,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000103,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000374,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000183,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000327,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000339,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000313,hierarchical,control,0,,hoax,B,A,0,
MINT_ID_WINOGRANDE_000226,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000055,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000287,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000232,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000224,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000249,hierarchical,control,0,,hoax,B,A,0,
MINT_ID_WINOGRANDE_000043,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000379,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000122,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000169,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000201,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000264,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000197,hierarchical,control,0,,hoax,A,B,0,
MINT_ID_WINOGRANDE_000257,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000301,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000018,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000125,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000188,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000022,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000021,hierarchical,control,0,,hoax,A,B,0,
MINT_ID_WINOGRANDE_000146,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000284,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000015,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000062,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000267,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000207,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000213,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000093,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000255,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000005,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000304,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000083,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000154,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000250,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000282,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000200,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000300,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000042,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000243,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000096,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000040,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000051,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000156,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000241,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000164,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000216,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000077,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000161,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000223,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000028,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000234,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000130,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000046,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000262,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000260,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000068,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000225,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000185,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000245,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000001,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000321,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000319,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000366,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000076,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000325,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000349,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000308,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000059,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000006,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000129,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000240,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000198,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000033,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000350,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000351,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000079,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000057,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000025,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000047,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000253,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000261,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000071,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000298,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000326,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000205,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000220,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000135,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000276,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000127,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000376,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000337,hierarchical,control,0,,hoax,B,A,0,
MINT_ID_WINOGRANDE_000074,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000235,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000203,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000256,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000289,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000293,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000109,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000034,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000138,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000206,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000162,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000369,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000118,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000029,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000167,hierarchical,control,0,,hoax,B,A,0,
MINT_ID_WINOGRANDE_000356,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000286,hierarchical,control,0,,hoax,A,B,0,
MINT_ID_WINOGRANDE_000139,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000316,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000237,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000312,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000378,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000274,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000088,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000037,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000137,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000108,hierarchical,control,0,,hoax,A,A,1,
MINT_ID_WINOGRANDE_000182,hierarchical,control,0,,hoax,B,B,1,
MINT_ID_WINOGRANDE_000190,hierarchical,control,0,,hoax,A,A,1,
